ordernumber,productline,quantityordered,dealsize,priceeach,sales,msrp,expsales,profit_loss,orderlinenumber,status,monthordered,dayordered,yearorders,qtr_id,productcode,customername,contactnames,phone,addressline1,city,country
10119,Ships,25,Small,76.67,1916.75,66,1650,266.75,14,Shipped,April,28,2003,2,S700_1138,Salzburg Collectables,Georg Pipps,6562-9555,Geislweg 14,Salzburg,Austria
10129,Ships,31,Small,60,1860,66,2046,-186,5,Shipped,June,12,2003,2,S700_1138,"Stylish Desk Decors, Co.",Ann Brown,(171) 555-0297,35 King George,London,UK
10142,Ships,41,Small,64,2624,66,2706,-82,2,Shipped,August,8,2003,3,S700_1138,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10153,Ships,43,Small,64.67,2780.81,66,2838,-57.19,1,Shipped,September,28,2003,3,S700_1138,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10167,Ships,43,Medium,75.34,3239.62,66,2838,401.62,12,Cancelled,October,23,2003,4,S700_1138,Scandinavian Gift Ideas,Maria Larsson,0695-34 6555,?kergatan 24,Boras,Sweden
10177,Ships,24,Small,76,1824,66,1584,240,3,Shipped,November,7,2003,4,S700_1138,CAF Imports,Jesus Fernandez,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Madrid,Spain
10185,Ships,21,Small,54,1134,66,1386,-252,3,Shipped,November,14,2003,4,S700_1138,Mini Creations Ltd.,Wing C Tam,5085559555,4575 Hillside Dr.,New Bedford,USA
10197,Ships,23,Small,64.67,1487.41,66,1518,-30.59,9,Shipped,November,26,2003,4,S700_1138,Enaco Distributors,Eduardo Saavedra,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,Spain
10208,Ships,38,Small,74.67,2837.46,66,2508,329.46,3,Shipped,January,2,2004,1,S700_1138,"Saveley & Henriot, Co.",Mary Saveley,78.32.5555,"2, rue du Commerce",Lyon,France
10222,Ships,31,Small,62.67,1942.77,66,2046,-103.23,15,Shipped,February,19,2004,1,S700_1138,Collectable Mini Designs Co.,Valarie Thompson,7605558146,361 Furth Circle,San Diego,USA
10233,Ships,36,Small,70.67,2544.12,66,2376,168.12,3,Shipped,March,29,2004,1,S700_1138,Tekni Collectables Inc.,William Brown,2015559350,7476 Moss Rd.,Newark,USA
10248,Ships,36,Small,71.34,2568.24,66,2376,192.24,6,Cancelled,May,7,2004,2,S700_1138,Land of Toys Inc.,Kwai Yu,2125557818,897 Long Airport Avenue,NYC,USA
10261,Ships,34,Small,62,2108,66,2244,-136,4,Shipped,June,17,2004,2,S700_1138,Quebec Home Shopping Network,Jean Fresnisre,(514) 555-8054,43 rue St. Laurent,Montreal,Canada
10273,Ships,21,Small,65.34,1372.14,66,1386,-13.86,7,Shipped,July,21,2004,3,S700_1138,Petit Auto,Catherine Dewey,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,Belgium
10283,Ships,45,Medium,78.67,3540.15,66,2970,570.15,9,Shipped,August,20,2004,3,S700_1138,"Royal Canadian Collectables, Ltd.",Elizabeth Lincoln,(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,Canada
10295,Ships,26,Small,75.34,1958.84,66,1716,242.84,4,Shipped,September,10,2004,3,S700_1138,Gifts4AllAges.com,Juri Yoshido,6175559555,8616 Spinnaker Dr.,Boston,USA
10306,Ships,50,Small,54,2700,66,3300,-600,3,Shipped,October,14,2004,4,S700_1138,"AV Stores, Co.",Victoria Ashworth,(171) 555-1555,Fauntleroy Circus,Manchester,UK
10315,Ships,41,Small,62,2542,66,2706,-164,2,Shipped,October,29,2004,4,S700_1138,La Rochelle Gifts,Janine Labrune,40.67.8555,"67, rue des Cinquante Otages",Nantes,France
10326,Ships,39,Small,60,2340,66,2574,-234,1,Shipped,November,9,2004,4,S700_1138,"Volvo Model Replicas, Co",Christina Berglund,0921-12 3555,Berguvsv„gen  8,Lule,Sweden
10339,Ships,22,Small,100,2200,66,1452,748,5,Shipped,November,23,2004,4,S700_1138,"Tokyo Collectables, Ltd",Akiko Shimamura,+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,Japan
10350,Ships,46,Medium,76.67,3526.82,66,3036,490.82,11,Shipped,December,2,2004,4,S700_1138,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10373,Ships,44,Medium,100,4400,66,2904,1496,14,Shipped,January,31,2005,1,S700_1138,"Oulu Toy Supplies, Inc.",Pirkko Koskitalo,981-443655,Torikatu 38,Oulu,Finland
10385,Ships,25,Small,77.34,1933.5,66,1650,283.5,1,Shipped,February,28,2005,1,S700_1138,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10396,Ships,39,Small,66.67,2600.13,66,2574,26.13,1,Shipped,March,23,2005,1,S700_1138,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10414,Ships,37,Small,71.34,2639.58,66,2442,197.58,6,On Hold,May,6,2005,2,S700_1138,Gifts4AllAges.com,Juri Yoshido,6175559555,8616 Spinnaker Dr.,Boston,USA
10106,Planes,31,Medium,100,3100,91,2821,279,7,Shipped,February,17,2003,1,S700_1691,Rovelli Gifts,Giovanni Rovelli,035-640555,Via Ludovico il Moro 22,Bergamo,Italy
10120,Planes,47,Medium,82.21,3863.87,91,4277,-413.13,13,Shipped,April,29,2003,2,S700_1691,"Australian Collectors, Co.",Peter Ferguson,03 9520 4555,636 St Kilda Road,Melbourne,Australia
10133,Planes,24,Small,77.64,1863.36,91,2184,-320.64,8,Shipped,June,27,2003,2,S700_1691,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10143,Planes,36,Medium,100,3600,91,3276,324,2,Shipped,August,10,2003,3,S700_1691,Mini Creations Ltd.,Wing C Tam,5085559555,4575 Hillside Dr.,New Bedford,USA
10156,Planes,48,Medium,100,4800,91,4368,432,2,Shipped,October,8,2003,4,S700_1691,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10168,Planes,28,Small,98.65,2762.2,91,2548,214.2,14,Shipped,October,28,2003,4,S700_1691,Technics Stores Inc.,Juri Hirano,6505556809,9408 Furth Circle,Burlingame,USA
10199,Planes,48,Medium,83.12,3989.76,91,4368,-378.24,2,Shipped,December,1,2003,4,S700_1691,West Coast Collectables Co.,Steve Thompson,3105553722,3675 Furth Circle,Burbank,USA
10210,Planes,21,Small,78.55,1649.55,91,1911,-261.45,12,Shipped,January,12,2004,1,S700_1691,Osaka Souveniers Co.,Mory Kentary,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Japan
10223,Planes,25,Small,100,2500,91,2275,225,14,Shipped,February,20,2004,1,S700_1691,"Australian Collectors, Co.",Peter Ferguson,03 9520 4555,636 St Kilda Road,Melbourne,Australia
10235,Planes,25,Small,100,2500,91,2275,225,8,Shipped,April,2,2004,2,S700_1691,"Royal Canadian Collectables, Ltd.",Elizabeth Lincoln,(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,Canada
10250,Planes,31,Small,91.34,2831.54,91,2821,10.54,9,Shipped,May,11,2004,2,S700_1691,The Sharp Gifts Warehouse,Sue Frick,4085553659,3086 Ingle Ln.,San Jose,USA
10262,Planes,40,Medium,84.03,3361.2,91,3640,-278.8,4,Cancelled,June,24,2004,2,S700_1691,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10275,Planes,32,Small,89.51,2864.32,91,2912,-47.68,14,Shipped,July,23,2004,3,S700_1691,La Rochelle Gifts,Janine Labrune,40.67.8555,"67, rue des Cinquante Otages",Nantes,France
10284,Planes,24,Small,83.12,1994.88,91,2184,-189.12,6,Shipped,August,21,2004,3,S700_1691,"Norway Gifts By Mail, Co.",Jan Klaeboe,+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway
10296,Planes,42,Medium,100,4200,91,3822,378,2,Shipped,September,15,2004,3,S700_1691,"Bavarian Collectables Imports, Co.",Michael Donnermeyer,+49 89 61 08 9555,Hansastr. 15,Munich,Germany
10308,Planes,21,Small,100,2100,91,1911,189,12,Shipped,October,15,2004,4,S700_1691,Mini Classics,Steve Frick,9145554562,3758 North Pendale Street,White Plains,USA
10316,Planes,34,Small,82.21,2795.14,91,3094,-298.86,4,Shipped,November,1,2004,4,S700_1691,giftsbymail.co.uk,Helen Bennett,(198) 555-8888,Garden House Crowther Way,Cowes,UK
10328,Planes,27,Small,100,2700,91,2457,243,8,Shipped,November,12,2004,4,S700_1691,Rovelli Gifts,Giovanni Rovelli,035-640555,Via Ludovico il Moro 22,Bergamo,Italy
10340,Planes,30,Small,88.6,2658,91,2730,-72,5,Shipped,November,24,2004,4,S700_1691,Enaco Distributors,Eduardo Saavedra,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,Spain
10353,Planes,39,Medium,100,3900,91,3549,351,9,Shipped,December,4,2004,4,S700_1691,Gift Ideas Corp.,Dan Lewis,2035554407,2440 Pompton St.,Glendale,USA
10361,Planes,20,Small,60.54,1210.8,91,1820,-609.2,4,Shipped,December,17,2004,4,S700_1691,Souveniers And Things Co.,Adrian Huxley,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia
10375,Planes,37,Medium,81.87,3029.19,91,3367,-337.81,6,Shipped,February,3,2005,1,S700_1691,La Rochelle Gifts,Janine Labrune,40.67.8555,"67, rue des Cinquante Otages",Nantes,France
10388,Planes,46,Large,100,4600,91,4186,414,2,Shipped,March,3,2005,1,S700_1691,FunGiftIdeas.com,Violeta Benitez,5085552555,1785 First Street,New Bedford,USA
10398,Planes,47,Medium,87.69,4121.43,91,4277,-155.57,6,Shipped,March,30,2005,1,S700_1691,Reims Collectables,Paul Henriot,26.47.1555,59 rue de l'Abbaye,Reims,France
10401,Planes,11,Small,100,1100,91,1001,99,8,On Hold,April,3,2005,2,S700_1691,Tekni Collectables Inc.,William Brown,2015559350,7476 Moss Rd.,Newark,USA
10416,Planes,23,Small,91.34,2100.82,91,2093,7.82,9,Shipped,May,10,2005,2,S700_1691,L'ordine Souveniers,Maurizio Moroni,0522-556555,Strada Provinciale 124,Reggio Emilia,Italy
10105,Ships,29,Small,70.15,2034.35,86,2494,-459.65,12,Shipped,February,11,2003,1,S700_1938,Danish Wholesale Imports,Jytte Petersen,31 12 3555,Vinb'ltet 34,Kobenhavn,Denmark
10117,Ships,38,Medium,79.68,3027.84,86,3268,-240.16,6,Shipped,April,16,2003,2,S700_1938,"Dragon Souveniers, Ltd.",Eric Natividad,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore
10128,Ships,32,Medium,97,3104,86,2752,352,3,Shipped,June,6,2003,2,S700_1938,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10142,Ships,43,Medium,84.01,3612.43,86,3698,-85.57,9,Shipped,August,8,2003,3,S700_1938,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10153,Ships,31,Small,87.48,2711.88,86,2666,45.88,8,Shipped,September,28,2003,3,S700_1938,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10166,Ships,29,Medium,100,2900,86,2494,406,3,Shipped,October,21,2003,4,S700_1938,FunGiftIdeas.com,Violeta Benitez,5085552555,1785 First Street,New Bedford,USA
10177,Ships,31,Small,88.34,2738.54,86,2666,72.54,10,Shipped,November,7,2003,4,S700_1938,CAF Imports,Jesus Fernandez,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Madrid,Spain
10185,Ships,30,Small,94.4,2832,86,2580,252,10,Shipped,November,14,2003,4,S700_1938,Mini Creations Ltd.,Wing C Tam,5085559555,4575 Hillside Dr.,New Bedford,USA
10196,Ships,50,Medium,94.4,4720,86,4300,420,2,Shipped,November,26,2003,4,S700_1938,Super Scale Inc.,Leslie Murphy,2035559545,567 North Pendale Street,New Haven,USA
10208,Ships,40,Medium,80.55,3222,86,3440,-218,10,Shipped,January,2,2004,1,S700_1938,"Saveley & Henriot, Co.",Mary Saveley,78.32.5555,"2, rue du Commerce",Lyon,France
10221,Ships,23,Small,97,2231,86,1978,253,4,Shipped,February,18,2004,1,S700_1938,Petit Auto,Catherine Dewey,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,Belgium
10232,Ships,26,Small,88.34,2296.84,86,2236,60.84,7,Shipped,March,20,2004,1,S700_1938,giftsbymail.co.uk,Helen Bennett,(198) 555-8888,Garden House Crowther Way,Cowes,UK
10248,Ships,40,Medium,100,4000,86,3440,560,13,Cancelled,May,7,2004,2,S700_1938,Land of Toys Inc.,Kwai Yu,2125557818,897 Long Airport Avenue,NYC,USA
10273,Ships,21,Small,100,2100,86,1806,294,14,Shipped,July,21,2004,3,S700_1938,Petit Auto,Catherine Dewey,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,Belgium
10282,Ships,43,Medium,86.61,3724.23,86,3698,26.23,2,Shipped,August,20,2004,3,S700_1938,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10293,Ships,29,Small,71.89,2084.81,86,2494,-409.19,5,Shipped,September,9,2004,3,S700_1938,Amica Models & Co.,Paolo Accorti,011-4988555,Via Monte Bianco 34,Torino,Italy
10306,Ships,38,Medium,91.81,3488.78,86,3268,220.78,10,Shipped,October,14,2004,4,S700_1938,"AV Stores, Co.",Victoria Ashworth,(171) 555-1555,Fauntleroy Circus,Manchester,UK
10314,Ships,23,Small,76.22,1753.06,86,1978,-224.94,2,Shipped,October,22,2004,4,S700_1938,Heintze Collectables,Palle Ibsen,86 21 3555,Smagsloget 45,Aaarhus,Denmark
10327,Ships,20,Medium,100,2000,86,1720,280,7,Resolved,November,10,2004,4,S700_1938,Danish Wholesale Imports,Jytte Petersen,31 12 3555,Vinb'ltet 34,Kobenhavn,Denmark
10337,Ships,36,Small,70.3,2530.8,86,3096,-565.2,9,Shipped,November,21,2004,4,S700_1938,Classic Legends Inc.,Maria Hernandez,2125558493,5905 Pompton St.,NYC,USA
10350,Ships,28,Small,100,2800,86,2408,392,4,Shipped,December,2,2004,4,S700_1938,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10372,Ships,44,Medium,100,4400,86,3784,616,2,Shipped,January,26,2005,1,S700_1938,"Tokyo Collectables, Ltd",Akiko Shimamura,+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,Japan
10384,Ships,49,Medium,100,4900,86,4214,686,1,Shipped,February,23,2005,1,S700_1938,Corporate Gift Ideas Co.,Julie Brown,6505551386,7734 Strong St.,San Francisco,USA
10397,Ships,32,Small,80.55,2577.6,86,2752,-174.4,5,Shipped,March,28,2005,1,S700_1938,Alpha Cognac,Annette Roulet,61.77.6555,1 rue Alsace-Lorraine,Toulouse,France
10414,Ships,34,Medium,100,3400,86,2924,476,13,On Hold,May,6,2005,2,S700_1938,Gifts4AllAges.com,Juri Yoshido,6175559555,8616 Spinnaker Dr.,Boston,USA
10106,Ships,30,Medium,100,3000,90,2700,300,16,Shipped,February,17,2003,1,S700_2047,Rovelli Gifts,Giovanni Rovelli,035-640555,Via Ludovico il Moro 22,Bergamo,Italy
10119,Ships,29,Small,94.14,2730.06,90,2610,120.06,7,Shipped,April,28,2003,2,S700_2047,Salzburg Collectables,Georg Pipps,6562-9555,Geislweg 14,Salzburg,Austria
10131,Ships,22,Small,85.99,1891.78,90,1980,-88.22,8,Shipped,June,16,2003,2,S700_2047,Gift Ideas Corp.,Dan Lewis,2035554407,2440 Pompton St.,Glendale,USA
10143,Ships,26,Small,100,2600,90,2340,260,11,Shipped,August,10,2003,3,S700_2047,Mini Creations Ltd.,Wing C Tam,5085559555,4575 Hillside Dr.,New Bedford,USA
10155,Ships,32,Small,91.43,2925.76,90,2880,45.76,9,Shipped,October,6,2003,4,S700_2047,"Toys of Finland, Co.",Matti Karttunen,90-224 8555,Keskuskatu 45,Helsinki,Finland
10167,Ships,29,Small,100,2900,90,2610,290,5,Cancelled,October,23,2003,4,S700_2047,Scandinavian Gift Ideas,Maria Larsson,0695-34 6555,?kergatan 24,Boras,Sweden
10178,Ships,34,Medium,96.86,3293.24,90,3060,233.24,8,Shipped,November,8,2003,4,S700_2047,Alpha Cognac,Annette Roulet,61.77.6555,1 rue Alsace-Lorraine,Toulouse,France
10186,Ships,24,Small,99.57,2389.68,90,2160,229.68,5,Shipped,November,14,2003,4,S700_2047,"Double Decker Gift Stores, Ltd",Thomas Hardy,(171) 555-7555,120 Hanover Sq.,London,UK
10197,Ships,24,Small,90.52,2172.48,90,2160,12.48,2,Shipped,November,26,2003,4,S700_2047,Enaco Distributors,Eduardo Saavedra,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,Spain
10209,Ships,33,Small,88.71,2927.43,90,2970,-42.57,4,Shipped,January,9,2004,1,S700_2047,"Men 'R' US Retailers, Ltd.",Michael Chandler,2155554369,6047 Douglas Av.,Los Angeles,USA
10222,Ships,26,Small,100,2600,90,2340,260,8,Shipped,February,19,2004,1,S700_2047,Collectable Mini Designs Co.,Valarie Thompson,7605558146,361 Furth Circle,San Diego,USA
10249,Ships,40,Medium,95.95,3838,90,3600,238,4,Shipped,May,8,2004,2,S700_2047,Cambridge Collectables Co.,Kyung Tseng,6175555555,4658 Baden Av.,Cambridge,USA
10262,Ships,44,Medium,94.14,4142.16,90,3960,182.16,13,Cancelled,June,24,2004,2,S700_2047,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10274,Ships,24,Small,90.52,2172.48,90,2160,12.48,5,Shipped,July,21,2004,3,S700_2047,Collectables For Less Inc.,Allen Nelson,6175558555,7825 Douglas Av.,Brickhaven,USA
10283,Ships,20,Small,94.14,1882.8,90,1800,82.8,2,Shipped,August,20,2004,3,S700_2047,"Royal Canadian Collectables, Ltd.",Elizabeth Lincoln,(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,Canada
10296,Ships,34,Medium,100,3400,90,3060,340,11,Shipped,September,15,2004,3,S700_2047,"Bavarian Collectables Imports, Co.",Michael Donnermeyer,+49 89 61 08 9555,Hansastr. 15,Munich,Germany
10307,Ships,34,Medium,97.76,3323.84,90,3060,263.84,5,Shipped,October,14,2004,4,S700_2047,"Classic Gift Ideas, Inc",Francisca Cervantes,2155554695,782 First Street,Philadelphia,USA
10316,Ships,45,Medium,93.24,4195.8,90,4050,145.8,13,Shipped,November,1,2004,4,S700_2047,giftsbymail.co.uk,Helen Bennett,(198) 555-8888,Garden House Crowther Way,Cowes,UK
10328,Ships,41,Medium,100,4100,90,3690,410,9,Shipped,November,12,2004,4,S700_2047,Rovelli Gifts,Giovanni Rovelli,035-640555,Via Ludovico il Moro 22,Bergamo,Italy
10339,Ships,55,Medium,71.25,3918.75,90,4950,-1031.25,15,Shipped,November,23,2004,4,S700_2047,"Tokyo Collectables, Ltd",Akiko Shimamura,+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,Japan
10352,Ships,23,Small,100,2300,90,2070,230,3,Shipped,December,3,2004,4,S700_2047,Auto-Moto Classics Inc.,Leslie Taylor,6175558428,16780 Pompton St.,Brickhaven,USA
10361,Ships,24,Small,45.39,1089.36,90,2160,-1070.64,14,Shipped,December,17,2004,4,S700_2047,Souveniers And Things Co.,Adrian Huxley,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia
10373,Ships,32,Small,84.41,2701.12,90,2880,-178.88,15,Shipped,January,31,2005,1,S700_2047,"Oulu Toy Supplies, Inc.",Pirkko Koskitalo,981-443655,Torikatu 38,Oulu,Finland
10386,Ships,29,Small,85.76,2487.04,90,2610,-122.96,13,Resolved,March,1,2005,1,S700_2047,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10398,Ships,36,Medium,100,3600,90,3240,360,7,Shipped,March,30,2005,1,S700_2047,Reims Collectables,Paul Henriot,26.47.1555,59 rue de l'Abbaye,Reims,France
10400,Ships,46,Medium,87.8,4038.8,90,4140,-101.2,5,Shipped,April,1,2005,2,S700_2047,The Sharp Gifts Warehouse,Sue Frick,4085553659,3086 Ingle Ln.,San Jose,USA
10415,Ships,32,Medium,95.95,3070.4,90,2880,190.4,4,Disputed,May,9,2005,2,S700_2047,"Australian Collectables, Ltd",Sean Connery,61-9-3844-6555,7 Allen Street,Glen Waverly,Australia
10106,Planes,34,Medium,100,3400,99,3366,34,9,Shipped,February,17,2003,1,S700_2466,Rovelli Gifts,Giovanni Rovelli,035-640555,Via Ludovico il Moro 22,Bergamo,Italy
10120,Planes,24,Small,100,2400,99,2376,24,15,Shipped,April,29,2003,2,S700_2466,"Australian Collectors, Co.",Peter Ferguson,03 9520 4555,636 St Kilda Road,Melbourne,Australia
10131,Planes,40,Medium,100,4000,99,3960,40,1,Shipped,June,16,2003,2,S700_2466,Gift Ideas Corp.,Dan Lewis,2035554407,2440 Pompton St.,Glendale,USA
10143,Planes,26,Small,82.77,2152.02,99,2574,-421.98,4,Shipped,August,10,2003,3,S700_2466,Mini Creations Ltd.,Wing C Tam,5085559555,4575 Hillside Dr.,New Bedford,USA
10155,Planes,20,Small,100,2000,99,1980,20,2,Shipped,October,6,2003,4,S700_2466,"Toys of Finland, Co.",Matti Karttunen,90-224 8555,Keskuskatu 45,Helsinki,Finland
10168,Planes,31,Medium,100,3100,99,3069,31,16,Shipped,October,28,2003,4,S700_2466,Technics Stores Inc.,Juri Hirano,6505556809,9408 Furth Circle,Burlingame,USA
10178,Planes,22,Small,87.75,1930.5,99,2178,-247.5,1,Shipped,November,8,2003,4,S700_2466,Alpha Cognac,Annette Roulet,61.77.6555,1 rue Alsace-Lorraine,Toulouse,France
10198,Planes,42,Medium,100,4200,99,4158,42,1,Shipped,November,27,2003,4,S700_2466,Cruz & Sons Co.,Arnold Cruz,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines
10210,Planes,26,Small,99.72,2592.72,99,2574,18.72,14,Shipped,January,12,2004,1,S700_2466,Osaka Souveniers Co.,Mory Kentary,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Japan
10222,Planes,37,Medium,87.75,3246.75,99,3663,-416.25,1,Shipped,February,19,2004,1,S700_2466,Collectable Mini Designs Co.,Valarie Thompson,7605558146,361 Furth Circle,San Diego,USA
10235,Planes,38,Medium,88.75,3372.5,99,3762,-389.5,10,Shipped,April,2,2004,2,S700_2466,"Royal Canadian Collectables, Ltd.",Elizabeth Lincoln,(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,Canada
10250,Planes,35,Medium,100,3500,99,3465,35,11,Shipped,May,11,2004,2,S700_2466,The Sharp Gifts Warehouse,Sue Frick,4085553659,3086 Ingle Ln.,San Jose,USA
10262,Planes,33,Small,90.75,2994.75,99,3267,-272.25,6,Cancelled,June,24,2004,2,S700_2466,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10275,Planes,39,Medium,100,3900,99,3861,39,16,Shipped,July,23,2004,3,S700_2466,La Rochelle Gifts,Janine Labrune,40.67.8555,"67, rue des Cinquante Otages",Nantes,France
10284,Planes,45,Medium,100,4500,99,4455,45,8,Shipped,August,21,2004,3,S700_2466,"Norway Gifts By Mail, Co.",Jan Klaeboe,+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway
10296,Planes,24,Small,100,2400,99,2376,24,4,Shipped,September,15,2004,3,S700_2466,"Bavarian Collectables Imports, Co.",Michael Donnermeyer,+49 89 61 08 9555,Hansastr. 15,Munich,Germany
10308,Planes,35,Medium,88.75,3106.25,99,3465,-358.75,14,Shipped,October,15,2004,4,S700_2466,Mini Classics,Steve Frick,9145554562,3758 North Pendale Street,White Plains,USA
10316,Planes,23,Small,100,2300,99,2277,23,6,Shipped,November,1,2004,4,S700_2466,giftsbymail.co.uk,Helen Bennett,(198) 555-8888,Garden House Crowther Way,Cowes,UK
10328,Planes,37,Medium,100,3700,99,3663,37,10,Shipped,November,12,2004,4,S700_2466,Rovelli Gifts,Giovanni Rovelli,035-640555,Via Ludovico il Moro 22,Bergamo,Italy
10340,Planes,55,Medium,87.75,4826.25,99,5445,-618.75,7,Shipped,November,24,2004,4,S700_2466,Enaco Distributors,Eduardo Saavedra,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,Spain
10352,Planes,49,Medium,100,4900,99,4851,49,2,Shipped,December,3,2004,4,S700_2466,Auto-Moto Classics Inc.,Leslie Taylor,6175558428,16780 Pompton St.,Brickhaven,USA
10361,Planes,26,Small,100,2600,99,2574,26,9,Shipped,December,17,2004,4,S700_2466,Souveniers And Things Co.,Adrian Huxley,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia
10375,Planes,33,Medium,100,3300,99,3267,33,1,Shipped,February,3,2005,1,S700_2466,La Rochelle Gifts,Janine Labrune,40.67.8555,"67, rue des Cinquante Otages",Nantes,France
10386,Planes,37,Medium,83.84,3102.08,99,3663,-560.92,14,Resolved,March,1,2005,1,S700_2466,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10398,Planes,22,Small,86.76,1908.72,99,2178,-269.28,8,Shipped,March,30,2005,1,S700_2466,Reims Collectables,Paul Henriot,26.47.1555,59 rue de l'Abbaye,Reims,France
